Artikelnummer;Artikelname;Brutto-VK;Stücklistenkomponenten Artikelnummer;Menge
11958;satch Trinkflasche aus Edelstahl BPA-frei 0,5l, Auslaufsicher und Kohlensäure geeignet, für Heiße und Kalte Getränke Blue Graffiti - Gelb;0;;
11954;Satch Sportbeutel Nordic Berry;0;;
11935;Satch Move Pink Coral;43,68;;
11932;Satch Sportbeutel Pink Phantom;29,9;;
11928;Satch Match Vivid Blue;0;;
211662;COLOUR-UP-Set, Sweets Lover;9,42;;
211661;COLOUR-UP-Set, Pixel Knight;9,42;;
211660;Geldbörse, Crazy Artnight;15,11;;
211654;Geldbörse, Floral Artnight;15,11;;
211659;Geldbörse, Pixel Blox;15,11;;
211658;Geldbörse, Mystic Clouds;15,11;;
211657;Geldbörse, Dancing Dots;15,11;;
211656;Geldbörse, Pacific Tribes;15,11;;
211655;Geldbörse, Boho Glam;17,02;;
211646;Turnbeutel, Crazy Artnight;21,72;;
211640;Turnbeutel, Floral Artnight;21,72;;
211645;Turnbeutel, Pixel Blox;21,72;;
211644;Turnbeutel, Mystic Clouds;21,72;;
211643;Turnbeutel, Dancing Dots;21,72;;
211642;Turnbeutel, Pacific Tribes;21,72;;
211641;Turnbeutel, Boho Glam;23,56;;
211653;Sporttasche, Crazy Artnight;42,48;;
211647;Sporttasche, Floral Artnight;42,48;;
211652;Sporttasche, Pixel Blox;42,48;;
211651;Sporttasche, Mystic Clouds;42,48;;
211650;Sporttasche, Dancing Dots;42,48;;
211649;Sporttasche, Pacific Tribes;42,48;;
211648;Sporttasche, Boho Glam;47,24;;
211639;Schlampermäppchen, Crazy Artnight;23,56;;
211633;Schlampermäppchen, Floral Artnight;23,56;;
211638;Schlampermäppchen, Pixel Blox;23,56;;
211637;Schlampermäppchen, Mystic Clouds;23,56;;
211636;Schlampermäppchen, Dancing Dots;23,56;;
211635;Schlampermäppchen, Pacific Tribes;23,56;;
211634;Schlampermäppchen, Boho Glam;26,42;;
211669;Schlampermäppchen, Shadow Shift;23,56;;
211670;Schlampermäppchen, Blue Maze;23,56;;
211671;Schlampermäppchen, Urban Metro;23,56;;
211672;Schlampermäppchen, Swirl Whirl;23,56;;
211673;Schlampermäppchen, Berry Marble;23,56;;
211674;Schlampermäppchen, Arrow Drift;23,56;;
211663;Rucksack EVERY, Shadow Shift;94,61;;
211664;Rucksack EVERY, Blue Maze;94,61;;
211665;Rucksack EVERY, Urban Metro;94,61;;
211666;Rucksack EVERY, Swirl Whirl;94,61;;
211667;Rucksack EVERY, Berry Marble;94,61;;
211668;Rucksack EVERY, Arrow Drift;94,61;;
211632;Rucksack PORTER, Bubble Brush;149,94;;
211629;Rucksack PORTER, Floral Artnight;149,94;;
211631;Rucksack PORTER, Pixel Blox;149,94;;
211630;Rucksack PORTER, Dancing Dots;149,94;;
211628;Rucksack MATE, Crazy Artnight;131,5;;
211622;Rucksack MATE, Floral Artnight;131,5;;
211627;Rucksack MATE, Pixel Blox;131,5;;
211626;Rucksack MATE, Mystic Clouds;131,5;;
211625;Rucksack MATE, Dancing Dots;131,5;;
211624;Rucksack MATE, Pacific Tribes;131,5;;
211623;Rucksack MATE, Boho Glam;141,02;;
211435;Coocazoo Klemmleuchte Fresh Mint;0;;
211443;Neon Pull-Over-Set, Yellow Reflective, 4-tlg;9,42;;
211436;Coocazoo Heftbox Fresh Mint;0;;
211438;Coocazoo Heftbox Berry;10,5;;
211437;Heftbox mit Tragegriff, Blue;7,56;;
VX-EM1I-EWKY;coocazoo Heftbox, Black, mit Tragegriff, Heftordner/Heftmappe/Sammelbox für Schulrucksäcke, ab der 3. Klasse, bis zur Einer DIN-A4 Größe;6,99;;
211432;Faltbare Heftbox, Fresh Mint;18,92;;
211434;Faltbare Heftbox, Berry;18,92;;
211433;coocazoo Faltbare Heftbox, Blue, blau, mit Tragegriff, platzsparend mit ausziehbaren Seiten, Heftordner für Schulrucksäcke, ab der 3. Klasse;20,67;;
ZV-JQT8-B1LF;coocazoo Faltbare Heftbox, Black, mit Tragegriff, Heftordner/Heftmappe/Sammelbox für Schulrucksäcke, ausziehbare Seiten, ab der 3. Klasse, DIN-A4;22,95;;
IN-A9NI-RKWE;coocazoo Regenhülle, Yellow, gelb, reflektierend und wasserdicht, getapte Nähte, geeignet für Rucksäcke und Tornister, schützt vor Regen und Schmutz, ab der 3. Klasse;18,18;;
IN-81I5-9WC1;coocazoo Regenhülle, Fresh Mint, Mint, reflektierend und wasserdicht, getapte Nähte, geeignet für Rucksäcke und Tornister, schützt vor Regen und Schmutz, ab der 3. Klasse;18,31;;
211440;coocazoo Regenhülle, Berry, rot, reflektierend und wasserdicht, getapte Nähte, geeignet für Rucksäcke und Tornister, schützt vor Regen und Schmutz, ab der 3. Klasse;16,72;;
KP-APHJ-U1VE;coocazoo Regenhülle, Blue, blau, reflektierend und wasserdicht, getapte Nähte, geeignet für Rucksäcke und Tornister, schützt vor Regen und Schmutz, ab der 3. Klasse;19,15;;
211487;"Reflektierendes Sticker-Set ""Black""";14,16;;
211489;"Reflektierendes Sticker-Set ""Silver""";14,16;;
211490;Coocazoo Reflektierendes Sticker Set Berry;0;;
211488;"Reflektierendes Sticker-Set ""Blue""";14,16;;
211449;Coocazoo Tablet Tasche 14 Zoll Berry;20,48;;
211448;Coocazoo Tablet Tasche 13,3 Zoll Berry;17;;
211447;Coocazoo Tablet Tasche 11 Zoll Berry;0;;
211446;Coocazoo Tablet Tasche 14 Zoll Blau;0;;
211445;"Tablet-/Laptoptasche, M, bis Displaygröße 33,8 cm (13,3""), Blue";17,02;;
T2-1S5X-KZXH;Coocazoo Tablet-/Laptoptasche, Blue, für Laptop/Notebook/Tablet bis 11 Zoll, Größe S, Rundumschutz, Reißverschluss & Tragegriff, Stiftehalterung, Organizerfächer, wasserabweisend;0;;
211302;coocazoo Edelstahl Flasche Mint;24,95;;
211485;Coocazoo Edelstahl Flasche Black;29,5;;
211481;Coocazoo Edelstahl Flasche Lilac;0;;
211482;Edelstahl-Trinkflasche, Lime;23,56;;
211483;Coocazoo Edelstahl Flasche Orange;23,98;;
211480;Coocazoo Edelstahl Flasche Berry;29,75;;
211484;Coocazoo Edelstahl Flasche Blue neu;0;;
211453;Coocazoo Colour up Music;0;;
211450;Coocazoo Colour up Social Life;13,39;;
211451;COLOUR UP-Set, Unicorn;9,94;;
211454;Coocazoo Colour up Gaming;0;;
211452;Coocazoo Colour up Flamingo;13,39;;
211551;Coocazoo Colour up Snap me;12,25;;
SK-2NER-ZSAN;Coocazoo Colour up Follow me;10,99;;
211547;Coocazoo Colour up Lazy Day;0;;
211456;Coocazoo Colour up Panda;15,4;;
211549;Coocazoo Colour up Street Vibe;12,98;;
211553;Coocazoo Colour up Fast Food;0;;
6R-3MER-VEH3;Coocazoo Colour up Sushi Love;15,5;;
211552;Geldbeutel Lava Lines;0;;
211620;COLOUR-UP Set, Jump & Dunk;9,42;;
211619;COLOUR-UP-Set, Avocabros;9,42;;
211621;COLOUR-Up Set, Ocean Vibes;9,42;;
211417;Coocazoo Geldbeutel Reflective Moons;17,73;;
211613;Geldbörse, Reflective Splash;17,02;;
211428;Coocazoo Geldbeutel Black Coal;18,39;;
211422;Coocazoo Geldbeutel Blue Craft;17,93;;
211419;Geldbörse, Cloudy Peach;15,11;;
211423;Coocazzoo Geldbeutel Blue Motion;17,09;;
211409;Coocazoo Geldbeutel Sprinkled Candy;17,94;;
211420;Coocazoo Geldbeutel Grey Rocks;17,8;;
211425;Coocazoo Geldbeutel Lime Flash;0;;
211411;Coocazoo Geldbeutel Sweet Rose;0;;
211538;Geldbörse, Lava Lines;15,11;;
211410;Coocazoo Geldbeutel Happy Raindrops;16,82;;
211544;Coocazoo Geldbeutel Lime Stripe;18;;
211543;Coocazoo Geldbörse, „Tropical Night”, blau, Portemonnaie mit Sichtfenster innen & außen, Münzfach & Kartenfächern, Klettverschluss, Polyester, ab der 3. Klasse;15,99;;
211546;Coocazoo Geldbeutel Cloudy Camou;16,98;;
211542;Coocazoo Geldbeutel Bubble Dreams;17,95;;
211539;Coocazoo Geldbeutel All Mint;16,91;;
211618;coocazoo Geldbeutel Midnight Dust;0;;
211617;Geldbörse, Blazing Fire;15,11;;
211611;Geldbörse, Breaking Waves;15,11;;
211616;Coocazoo Geldbörse „Dark Mission”, schwarz-grau, Portemonnaie mit Sichtfenster innen & außen, recyceltes Polyester, Münzfach & Kartenfächern, Klettverschluss, ab der 3. Klasse;17,82;;
VH-UR7F-2MJY;"Coocazoo Geldbörse ""Pink Illusion"", schwarz-pink, Portemonnaie mit Sichtfenster innen & außen, recyceltes Polyester, Münzfach & Kartenfächern, Klettverschluss, ab der 3. Klasse";16,95;;
6V-2XRV-BK0S;"Coocazoo Geldbörse ,,Laser Lights"", schwarz-türkis, Portemonnaie mit Sichtfenster innen & außen, Münzfach & Kartenfächern, Klettverschluss, ab der 3. Klasse";18,01;;
211609;Geldbörse, Bubble Brush;15,11;;
ZF-TAWL-VPQZ;Coocazoo Geldbeutel Electric Ice;18,01;;
211608;Coocazoo Geldbeutel Arctic Midnight;0;;
211612;Geldbörse, Geometric Sky;15,89;;
33-MGM0-1TQP;"Coocazoo Geldbörse ,,Bloomy Daisy"", hellgrau, Portemonnaie mit Sichtfenster innen & außen, recyceltes Polyester, Münzfach & Kartenfächern, Klettverschluss, ab der 3. Klasse";19,71;;
211371;Coocazoo Sportbeutel Reflective Moons;26,99;;
211589;Turnbeutel, Reflective Splash;23,56;;
211381;Coocazoo Sportbeutel Black Coal;24,45;;
211375;Coocazoo Sportbeutel Blue Craft;24;;
211373;Coocazoo Sportbeutel Cloudy Peach;0;;
211376;Coocazoo Sportbeutel Blue Motion;24,49;;
211363;Coocazoo Sportbeutel Sprinkled Candy;28;;
211384;Coocazoo Turnbeutel „Grey Rocks”, schwarz-grau, mit Reißverschlussfach und Kordelzug, reflektierende Elemente, Schlaufen zur Befestigung am Schulrucksack, 10 Liter, ab der 3. Klasse;25,98;;
211378;Coocazoo Sportbeutel Lime Flash;0;;
8Y-ZI0M-UJTC;"Coocazoo Turnbeutel ""Sweet Rose"", lila-rosa, mit Reißverschlussfach und Kordelzug, reflektierende Elemente, Schlaufen zur Befestigung am Schulrucksack, 10 Liter, ab der 3. Klasse";26,98;;
211518;Coocazoo Sportbeutel Lava Lines;25,95;;
211364;Coocazoo Sportbeutel Happy Raindrops;23,65;;
211524;Coocazoo Sportbeutel Lime Stripe;24,99;;
211523;Coocazoo Sportbeutel Tropical Night;0;;
211526;Coocazoo Sportbeutel Cloudy Camou;24,95;;
211522;Coocazoo Sportbeutel Bubble Dreams;24,51;;
211519;Coocazoo Sportbeutel All Mint;26,98;;
9Z-7F5G-EHET;Coocazoo Sportbeutel Midnight Dust;25,55;;
O3-ZT1J-MPA7;Coocazoo Sportbeutel Blazing Fire;24,95;;
211587;Turnbeutel, Breaking Waves;21,72;;
9F-Y7FD-CU2K;Coocazoo Sportbeutel Dark Mission;24,95;;
VV-B3T7-T6R3;"Coocazoo Turnbeutel ""Pink Illusion"", schwarz-pink, mit Reißverschlussfach und Kordelzug, reflektierende Elemente, Schlaufen zur Befestigung am Schulrucksack, 10 Liter, ab der 3. Klasse";24,7;;
3E-UG2V-Q7HU;Coocazoo Sportbeutel Laser Lights;26,89;;
6B-P3VM-FHBS;Coocazoo Sportbeutel Bubble Brush;24,95;;
AG-W0EN-OLG4;Coocazoo Sportbeutel Electric Ice;26,03;;
6L-0X6E-SCR8;"Coocazoo Turnbeutel ""Arctic Midnight"", lila-rosa, mit Reißverschlussfach und Kordelzug, reflektierende Elemente, Schlaufen zur Befestigung am Schulrucksack, 10 Liter, ab der 3. Klasse";24,95;;
ZA-V4FZ-7ZSW;Coocazoo Sportbeutel Geometric Sky;24,89;;
211583;Turnbeutel, Bloomy Daisy;21,72;;
211394;Coocazoo Sporttasche Reflective Moons;47,69;;
DF-6KPF-WFF7;Coocazoo Sporttasche Reflective Splash;44,89;;
211404;coocazoo Sporttasche „Black Coal“, schwarz, Hauptfach, Nasswäschefach, Seitentasche, Reflektoren, 20 Liter, ab der 3. Klasse;40,87;;
211398;Coocazoo Sporttasche Blue Craft;40,2;;
211396;Coocazoo Sporttasche Cloudy Peach;41,39;;
211399;Coocazoo Sporttasche Blue Motion;44,49;;
211386;Coocazoo Sporttasche Sprinkled Candy;0;;
J1-9O2Y-GSGW;"coocazoo Sporttasche ,,Grey Rocks"", schwarz-grau, Hauptfach, Nasswäschefach, Seitentasche, Reflektoren, 20 Liter, ab der 3. Klasse";0;;
211401;Coocazoo Sporttasche Lime Flash;42,5;;
M4-22J5-5PVV;"coocazoo Sporttasche ""Sweet Rose"", lila-rosa, Hauptfach, Nasswäschefach, Seitentasche, Reflektoren, 20 Liter, ab der 3. Klasse";41,39;;
C4-ZERU-GWU0;Coocazoo Sporttasche Lava Lines;44,94;;
211387;Coocazoo Sporttasche Happy Raindrops;42,75;;
211534;Coocazoo Sporttasche Lime Stripe;42,74;;
211533;Coocazoo Sporttasche Tropical Night;44,49;;
211536;Coocazoo Sporttasche Cloudy Camou;40,41;;
211532;Coocazoo Sporttasche Bubble Dreams;43,14;;
211529;Coocazoo Sporttasche All mint;43;;
SH-9GZU-1E86;Coocazoo Sporttasche Midnight Dust;41,12;;
FW-PO7I-IDTH;Coocazoo Sporttasche Blazing Fire;41,49;;
211599;Sporttasche, Breaking Waves;42,48;;
0B-K6XY-7ILT;Coocazoo Sporttasche Dark Mission;41,48;;
211598;Sporttasche, Pink Illusion;42,48;;
46-0YR2-VMHC;"coocazoo Sporttasche ""Laser Lights"", schwarz-türkis, Hauptfach, Nasswäschefach, Seitentasche, Reflektoren, 20 Liter, ab der 3. Klasse";41,45;;
DC-KCAU-Y796;Coocazoo Sporttasche Bubble Brush;41,41;;
NG-1KSJ-7N4P;Coocazoo Sporttasche Electric Ice;44,9;;
V4-V844-8GWX;Coocazoo Sporttasche Arctic Midnight;42,99;;
P3-GEWC-SIBG;Coocazoo Sporttasche Geometric Sky;41,27;;
CD-7DIY-LIQ7;Coocazoo Sporttasche Bloomy Daisy;59,99;;
211348;Coocazoo Schlamperbox Reflective Moons;0;;
GA-ZL2D-6S3H;"Coocazoo Mäppchen ""Reflective Splash"", schwarz-grau, großes Hauptfach, Schlaufen für Zirkel, Geodreieck und Lineal, Stundenplanfach, Stiftehalter, Reißverschlussfach, ab der 3. Klasse";28,49;;
W0-715Z-9AWK;Coocazoo Schlamperbox Black Coal;23,99;;
211352;Coocazoo Schlamperbox Blue Craft;24,34;;
G2-V5FR-MS60;"Coocazoo Mäppchen ""Cloudy Peach"", rosa-blau, Federmäppchen, großes Hauptfach, Schlaufen für Zirkel, Geodreieck und Lineal, Stundenplanfach, Stiftehalter, Reißverschlussfach, ab der 3. Klasse";24,99;;
211353;Coocazoo Schlamperbox Blue Motion;0;;
211340;Coocazoo Schlamperbox Sprinkled Candy;26,99;;
48-3UCZ-HKJ8;Coocazoo Schlamperbox Grey Rocks;27,54;;
211355;Coocazoo Mäppchen „Lime Flash”, schwarz-grün, Federmäppchen, großes Hauptfach, Schlaufen für Zirkel, Geodreieck und Lineal, Stundenplanfach, Stiftehalter, Reißverschlussfach, ab der 3. Klasse;25,95;;
CY-6X3Q-1VMW;"Coocazoo Mäppchen ""Sweet Rose"", lila-rosa, Federmäppchen, großes Hauptfach, Schlaufen für Zirkel, Geodreieck und Lineal, Stundenplanfach, Stiftehalter, Reißverschlussfach, ab der 3. Klasse";24,06;;
211508;Coocazoo Schlamperbox Lava Lines;27,45;;
AT-DV3W-UY6V;Coocazoo Schlamperbox Happy Raindrops;27,54;;
211514;Coocazoo Schlamperbox Lime Stripe;27,5;;
FI-4MMH-IC3D;Coocazoo Schlamperbox Tropical Night;29,49;;
211516;Coocazoo Schlamperbox Cloudy Camou;24,09;;
211512;Coocazoo Schlamperbox Bubble Dreams;24;;
UN-VPEO-8ODV;Coocazoo Schlamperbox All Mint;24,14;;
OR-LQ37-AFSJ;Coocazoo Schlamperbox Midnight Dust;27,93;;
1P-GVP5-CVM2;Coocazoo Schlamperbox Blazing Fire;25;;
72-K303-Q7UC;Coocazoo Schlamperbox Breaking Waves;24,59;;
1Z-XP9R-D60T;Coocazoo Schlamperbox Dark Mission;26,05;;
60-USW1-AHRG;"Coocazoo Mäppchen ""Pink Illusion""";27,99;;
GA-8GOA-0FBC;"Coocazoo Mäppchen ""Laser Lights"", schwarz-türkis, großes Hauptfach, Schlaufen für Zirkel, Geodreieck und Lineal, Stundenplanfach, Stiftehalter, Reißverschlussfach, ab der 3. Klasse";26,41;;
7G-0Y4H-AW37;"Coocazoo Mäppchen ""Bubble Brush"", grau-rosa, Federmäppchen, großes Hauptfach, Schlaufen für Zirkel, Geodreieck und Lineal, Stundenplanfach, Stiftehalter, Reißverschlussfach, ab der 3. Klasse";26,21;;
PJ-CN5K-7NUL;Coocazoo Schlamperbox Electric Ice;27,39;;
EV-HS1K-YTOW;"Coocazoo Mäppchen ""Arctic Midnight"", lila-rosa, großes Hauptfach, Schlaufen für Zirkel, Geodreieck und Lineal, Stundenplanfach, Stiftehalter, Reißverschlussfach, ab der 3. Klasse";26,21;;
3A-AFEY-T8CR;Coocazoo Schlamperbox Geometric Sky;26,06;;
BZ-IQXC-YPP3;"Coocazoo Mäppchen ""Bloomy Daisy"", hellgrau, Federmäppchen, großes Hauptfach, Schlaufen für Zirkel, Geodreieck und Lineal, Stundenplanfach, Stiftehalter, Reißverschlussfach, ab der 3. Klasse";28,89;;
211330;Coocazoo Joker Blue Motion;0;;
211333;Coocazoo Joker Sprinkled Candy;0;;
211331;Coocazoo Joker Lime Flash;0;;
211501;Coocazoo Joker Lime Stripe;0;;
211567;Rucksack JOKER, Sweet Rose;102,94;;
WS-P5QM-QS8C;Coocazoo Joker Bubble Brush;90,97;;
211334;Coocazoo Schulrucksack PORTER, Blue Motion, blau, ergonomischer & anpassbarer Tornister, höhen- & größenverstellbar, mit Brustgurt & Hüftgurt, leicht & individuell, ab der 3. Klasse;139,99;;
211338;Coocazoo Porter Sprinkled Candy;139,99;;
211504;Coocazoo Porter Grey Rocks;139,99;;
211335;Coocazoo Porter Lime Flash;139;;
211503;Coocazoo Porter Sweet Rose;0;;
211506;Coocazoo Porter Lava Lines;139,99;;
1T-SHSZ-TWNP;Coocazoo Porter Midnight Dust;139,99;;
4I-E2FH-AOEX;"Coocazoo Schulrucksack PORTER ""Pink Illusion"", schwarz-pink, ergonomischer & anpassbarer Tornister, höhen- & größenverstellbar, mit Brustgurt & Hüftgurt, ab der 3. Klasse";134,76;;
211569;Coocazoo Porter Electric Ice;139,99;;
211313;Coocazoo Mate Reflective Moons;129,99;;
UZ-XS5O-DFT7;"Coocazoo Schulrucksack MATE ""Reflective Splash"",schwarz-grau, reflektierend, ergonomischer & anpassbarer Tornister, höhen- & größenverstellbar, mit Brustgurt & Hüftgurt, ab der 3. Klasse";129,9;;
211324;Coocazoo Mate Black Coal;119,99;;
211318;Coocazoo Mate Blue Craft;119,99;;
211315;Coocazoo Mate Cloudy Peach;0;;
211319;Coocazoo Mate Blue Motion;119,99;;
211304;Coocazoo Mate Sprinkled Candy;110;;
211316;Coocazoo Mate Grey Rocks;0;;
211321;Coocazoo Mate Lime flash;0;;
211306;Coocazoo Mate Sweet Rose;111;;
211492;Coocazoo Mate Lava Lines;119,9;;
211305;Coocazoo Mate Happy Raindrops;119,99;;
211498;Coocazoo Mate Lime Stripe;112;;
211497;Coocazoo Mate Tropical Night;119,99;;
211500;Coocazoo Mate Cloudy Camou;119,99;;
211496;Coocazoo Mate Bubble Dreams;119,99;;
211493;Coocazoo Mate All Mint;119,99;;
0A-UQ9F-KCMK;Coocazoo Mate Midnight Dust;119,98;;
MC-F61S-WLBX;Coocazoo Mate Blazing Fire;119,99;;
211558;Rucksack MATE, Breaking Waves;131,5;;
211563;Rucksack MATE, Dark Mission;131,5;;
Q3-EM5W-S0XW;"Coocazoo Schulrucksack MATE ""Pink Illusion"", schwarz-pink, ergonomischer & anpassbarer Tornister, höhen- & größenverstellbar, mit Brustgurt & Hüftgurt, ab der 3. Klasse";121,51;;
QF-9SGX-0F1J;Coocazoo Mate Laser Lights;119,99;;
HR-4WO2-TDZ3;Coocazoo Mate Bubble Brush;119,99;;
211561;Coocazoo Mate Electric Ice;121,5;;
JF-YUEJ-N8N7;Coocazoo Mate Arctic Midnight;119,99;;
JY-OIGZ-VYIO;Coocazoo Mate Geometric Sky;119,99;;
M9-4SJ3-E394;"coocazoo Schulrucksack Mate ""Bloomy Daisy"", hellgrau, ergonomischer & anpassbarer Tornister, höhen- & größenverstellbar, mit Brustgurt & Hüftgurt, ab der 3. Klasse";126;;
